year,month,force_name,mission_category,TOTAL TONS,month_year,monthly_total,pct_of_monthly_total
1940,1,RAF,Total,211.0,1940-01,211.0,100.0
1940,1,RAF,precision,211.0,1940-01,211.0,100.0
1940,2,USAAF,Total,41.0,1940-02,41.0,100.0
1940,2,USAAF,precision,41.0,1940-02,41.0,100.0
1940,5,USAAF,Total,198.0,1940-05,198.0,100.0
1940,5,USAAF,precision,198.0,1940-05,198.0,100.0
1940,6,USAAF,Total,60.0,1940-06,60.0,100.0
1940,6,USAAF,precision,60.0,1940-06,60.0,100.0
1940,7,RAF,Total,1.0,1940-07,1.0,100.0
1940,7,RAF,precision,1.0,1940-07,1.0,100.0
1940,9,RAF,Total,1.23,1940-09,1.225,100.0
1940,9,RAF,area,1.225,1940-09,1.225,100.0
1940,10,USAAF,Total,65.0,1940-10,65.0,100.0
1940,10,USAAF,precision,65.0,1940-10,65.0,100.0
1941,1,RAF,Total,2173.86,1941-01,10171.284,21.37
1941,1,RAF,area,837.505,1941-01,10171.284,8.234014505936518
1941,1,RAF,precision,1336.35,1941-01,10171.284,13.138459215178733
1941,1,USAAF,Total,7997.43,1941-01,10171.284,78.63
1941,1,USAAF,area,5141.379,1941-01,10171.284,50.54798391235561
1941,1,USAAF,precision,2856.05,1941-01,10171.284,28.079542366529147
1941,2,RAF,Total,4144.51,1941-02,5482.1990000000005,75.6
1941,2,RAF,area,930.309,1941-02,5482.1990000000005,16.969632076471502
1941,2,RAF,precision,3214.2,1941-02,5482.1990000000005,58.62975787635582
1941,2,USAAF,Total,1337.69,1941-02,5482.1990000000005,24.4
1941,2,USAAF,area,750.84,1941-02,5482.1990000000005,13.695963973580675
1941,2,USAAF,precision,586.85,1941-02,5482.1990000000005,10.704646073592002
1941,3,RAF,Total,2204.53,1941-03,4509.6225,48.89
1941,3,RAF,area,1393.672,1941-03,4509.6225,30.904404969595568
1941,3,RAF,precision,810.8625,1941-03,4509.6225,17.98071789822762
1941,3,USAAF,Total,2305.09,1941-03,4509.6225,51.11
1941,3,USAAF,area,1313.938,1941-03,4509.6225,29.13631905996566
1941,3,USAAF,precision,991.15,1941-03,4509.6225,21.97855807221114
1941,4,RAF,Total,2350.31,1941-04,2802.294,83.87
1941,4,RAF,area,777.905,1941-04,2802.294,27.759578402551625
1941,4,RAF,precision,1572.4,1941-04,2802.294,56.1111717756952
1941,4,USAAF,Total,451.99,1941-04,2802.294,16.13
1941,4,USAAF,area,177.864,1941-04,2802.294,6.347085637695403
1941,4,USAAF,precision,274.125,1941-04,2802.294,9.782164184057777
1941,5,RAF,Total,5579.84,1941-05,8376.606,66.61
1941,5,RAF,area,2407.03,1941-05,8376.606,28.735146430427793
1941,5,RAF,precision,3172.81,1941-05,8376.606,37.877035161973716
1941,5,USAAF,Total,2796.77,1941-05,8376.606,33.39
1941,5,USAAF,area,1976.156,1941-05,8376.606,23.591368628296472
1941,5,USAAF,precision,820.61,1941-05,8376.606,9.796449779302023
1941,6,RAF,Total,6669.85,1941-06,9318.556,71.58
1941,6,RAF,area,3183.652,1941-06,9318.556,34.16464954441439
1941,6,RAF,precision,3486.2,1941-06,9318.556,37.41137575392582
1941,6,USAAF,Total,2648.7,1941-06,9318.556,28.42
1941,6,USAAF,area,909.354,1941-06,9318.556,9.758529111162717
1941,6,USAAF,precision,1739.35,1941-06,9318.556,18.665445590497065
1941,7,RAF,Total,6213.38,1941-07,9059.081,68.59
1941,7,RAF,area,3584.544,1941-07,9059.081,39.56851693896986
1941,7,RAF,precision,2628.835,1941-07,9059.081,29.018782368763453
1941,7,USAAF,Total,2845.7,1941-07,9059.081,31.41
1941,7,USAAF,area,1146.682,1941-07,9059.081,12.657818160583838
1941,7,USAAF,precision,1699.02,1941-07,9059.081,18.75488253168285
1941,8,RAF,Total,7124.77,1941-08,8968.242400000001,79.44
1941,8,RAF,area,4217.5389000000005,1941-08,8968.242400000001,47.027485563949526
1941,8,RAF,precision,2907.23,1941-08,8968.242400000001,32.41694269994307
1941,8,USAAF,Total,1843.47,1941-08,8968.242400000001,20.56
1941,8,USAAF,area,733.97,1941-08,8968.242400000001,8.18410082225253
1941,8,USAAF,precision,1109.5035,1941-08,8968.242400000001,12.37147091385487
1941,9,RAF,Total,8932.56,1941-09,9531.056,93.72
1941,9,RAF,area,6107.231,1941-09,9531.056,64.07717046253846
1941,9,RAF,precision,2825.325,1941-09,9531.056,29.64335746217418
1941,9,USAAF,Total,598.5,1941-09,9531.056,6.28
1941,9,USAAF,area,255.0,1941-09,9531.056,2.6754642927289485
1941,9,USAAF,precision,343.5,1941-09,9531.056,3.604007782558407
1941,10,RAF,Total,6588.16,1941-10,9104.1195,72.36
1941,10,RAF,area,4282.999,1941-10,9104.1195,47.0446263364623
1941,10,RAF,precision,2305.1595,1941-10,9104.1195,25.319960925381086
1941,10,USAAF,Total,2515.96,1941-10,9104.1195,27.64
1941,10,USAAF,area,1865.786,1941-10,9104.1195,20.493865441902425
1941,10,USAAF,precision,650.175,1941-10,9104.1195,7.141547296254183
1941,11,RAF,Total,6403.25,1941-11,10000.489000000001,64.03
1941,11,RAF,area,2097.127,1941-11,10000.489000000001,20.970244555041255
1941,11,RAF,precision,4306.12,1941-11,10000.489000000001,43.05909441028333
1941,11,USAAF,Total,3597.24,1941-11,10000.489000000001,35.97
1941,11,USAAF,area,1598.0520000000001,1941-11,10000.489000000001,15.97973859078291
1941,11,USAAF,precision,1999.19,1941-11,10000.489000000001,19.990922443892494
1941,12,RAF,Total,3880.68,1941-12,6558.594,59.17
1941,12,RAF,area,1847.251,1941-12,6558.594,28.16535068339342
1941,12,RAF,precision,2033.425,1941-12,6558.594,31.003977376858515
1941,12,USAAF,Total,2677.92,1941-12,6558.594,40.83
1941,12,USAAF,area,1395.518,1941-12,6558.594,21.27770067791969
1941,12,USAAF,precision,1282.4,1941-12,6558.594,19.552971261828375
1942,1,RAF,Total,5476.61,1942-01,9767.745,56.07
1942,1,RAF,area,1654.532,1942-01,9767.745,16.938730484876498
1942,1,RAF,precision,3822.075,1942-01,9767.745,39.129553443502054
1942,1,USAAF,Total,4291.14,1942-01,9767.745,43.93
1942,1,USAAF,area,2760.688,1942-01,9767.745,28.26330949466842
1942,1,USAAF,precision,1530.45,1942-01,9767.745,15.668406576953023
1942,2,RAF,Total,2420.54,1942-02,14357.92,16.86
1942,2,RAF,area,1160.695,1942-02,14357.92,8.084005204096414
1942,2,RAF,precision,1259.85,1942-02,14357.92,8.774599663461002
1942,2,USAAF,Total,11937.38,1942-02,14357.92,83.14
1942,2,USAAF,area,7384.025,1942-02,14357.92,51.4282361233382
1942,2,USAAF,precision,4553.35,1942-02,14357.92,31.713159009104388
1942,3,RAF,Total,2803.41,1942-03,5012.545,55.93
1942,3,RAF,area,1362.056,1942-03,5012.545,27.172943085797733
1942,3,RAF,precision,1441.35,1942-03,5012.545,28.754854071135515
1942,3,USAAF,Total,2209.14,1942-03,5012.545,44.07
1942,3,USAAF,area,1813.314,1942-03,5012.545,36.175515631281115
1942,3,USAAF,precision,395.825,1942-03,5012.545,7.89668721178563
1942,4,RAF,Total,3801.21,1942-04,7481.68,50.81
1942,4,RAF,area,1604.81,1942-04,7481.68,21.44986152842677
1942,4,RAF,precision,2196.4,1942-04,7481.68,29.35704280322067
1942,4,USAAF,Total,3680.47,1942-04,7481.68,49.19
1942,4,USAAF,area,1969.52,1942-04,7481.68,26.324568813421585
1942,4,USAAF,precision,1710.95,1942-04,7481.68,22.86852685493098
1942,5,RAF,Total,1923.9,1942-05,3516.795,54.71
1942,5,RAF,area,1095.02,1942-05,3516.795,31.136873204153215
1942,5,RAF,precision,828.875,1942-05,3516.795,23.569045110676058
1942,5,USAAF,Total,1592.9,1942-05,3516.795,45.29
1942,5,USAAF,area,1269.9,1942-05,3516.795,36.10958273086717
1942,5,USAAF,precision,323.0,1942-05,3516.795,9.184498954303564
1942,6,RAF,Total,4370.62,1942-06,5665.467,77.14
1942,6,RAF,area,3186.402,1942-06,5665.467,56.2425304039367
1942,6,RAF,precision,1184.215,1942-06,5665.467,20.90233691238516
1942,6,USAAF,Total,1294.85,1942-06,5665.467,22.86
1942,6,USAAF,area,526.85,1942-06,5665.467,9.299321662274266
1942,6,USAAF,precision,768.0,1942-06,5665.467,13.555811021403885
1942,7,RAF,Total,2266.72,1942-07,2629.224,86.21
1942,7,RAF,area,1733.424,1942-07,2629.224,65.92911064253178
1942,7,RAF,precision,533.3,1942-07,2629.224,20.283551344427096
1942,7,USAAF,Total,362.5,1942-07,2629.224,13.79
1942,7,USAAF,area,143.65,1942-07,2629.224,5.463589256754084
1942,7,USAAF,precision,218.85,1942-07,2629.224,8.323748756287024
1942,8,RAF,Total,1682.02,1942-08,2033.2140000000002,82.73
1942,8,RAF,area,1374.266,1942-08,2033.2140000000002,67.59081926447486
1942,8,RAF,precision,307.75,1942-08,2033.2140000000002,15.136134219024655
1942,8,USAAF,Total,351.2,1942-08,2033.2140000000002,17.27
1942,8,USAAF,area,125.148,1942-08,2033.2140000000002,6.155180910617377
1942,8,USAAF,precision,226.05,1942-08,2033.2140000000002,11.1178656058831
1942,9,RAF,Total,1534.99,1942-09,3364.09,45.63
1942,9,RAF,area,1254.84,1942-09,3364.09,37.301023456566256
1942,9,RAF,precision,280.15,1942-09,3364.09,8.327660674952215
1942,9,USAAF,Total,1829.1,1942-09,3364.09,54.37
1942,9,USAAF,area,618.9,1942-09,3364.09,18.39724858728512
1942,9,USAAF,precision,1210.2,1942-09,3364.09,35.9740672811964
1942,10,RAF,Total,4244.56,1942-10,5064.8,83.81
1942,10,RAF,area,2417.989,1942-10,5064.8,47.74105591533723
1942,10,RAF,precision,1826.575,1942-10,5064.8,36.064109145474646
1942,10,USAAF,Total,820.24,1942-10,5064.8,16.19
1942,10,USAAF,area,643.736,1942-10,5064.8,12.7099984204707
1942,10,USAAF,precision,176.5,1942-10,5064.8,3.484836518717422
1942,11,RAF,Total,2508.2,1942-11,5687.996999999999,44.1
1942,11,RAF,area,1951.397,1942-11,5687.996999999999,34.307278994697086
1942,11,RAF,precision,556.8,1942-11,5687.996999999999,9.789034698857964
1942,11,USAAF,Total,3179.8,1942-11,5687.996999999999,55.9
1942,11,USAAF,area,31.299999999999997,1942-11,5687.996999999999,0.5502815841850831
1942,11,USAAF,precision,3148.5,1942-11,5687.996999999999,55.35340472225988
1942,12,RAF,Total,3441.12,1942-12,6959.013,49.45
1942,12,RAF,area,1409.598,1942-12,6959.013,20.255717297840945
1942,12,RAF,precision,2031.525,1942-12,6959.013,29.19271741553005
1942,12,USAAF,Total,3517.89,1942-12,6959.013,50.55
1942,12,USAAF,area,2294.77,1942-12,6959.013,32.97550960172082
1942,12,USAAF,precision,1223.12,1942-12,6959.013,17.57605568490819
1943,1,RAF,Total,3269.87,1943-01,6091.55,53.68
1943,1,RAF,area,2961.722,1943-01,6091.55,48.620170564142136
1943,1,RAF,precision,308.15,1943-01,6091.55,5.058646814029269
1943,1,USAAF,Total,2821.68,1943-01,6091.55,46.32
1943,1,USAAF,area,1107.628,1943-01,6091.55,18.183024025083927
1943,1,USAAF,precision,1714.05,1943-01,6091.55,28.138158596744667
1943,2,RAF,Total,6107.99,1943-02,12575.067,48.57
1943,2,RAF,area,5189.022,1943-02,12575.067,41.26436861131635
1943,2,RAF,precision,918.97,1943-02,12575.067,7.30787358826796
1943,2,USAAF,Total,6467.08,1943-02,12575.067,51.43
1943,2,USAAF,area,5113.825,1943-02,12575.067,40.66638372582826
1943,2,USAAF,precision,1353.25,1943-02,12575.067,10.761374074587437
1943,3,RAF,Total,8127.54,1943-03,17919.745000000003,45.36
1943,3,RAF,area,4409.033,1943-03,17919.745000000003,24.60432891204646
1943,3,RAF,precision,3718.507,1943-03,17919.745000000003,20.750892381560114
1943,3,USAAF,Total,9792.2,1943-03,17919.745000000003,54.64
1943,3,USAAF,area,3889.355,1943-03,17919.745000000003,21.70429880559126
1943,3,USAAF,precision,5902.85,1943-03,17919.745000000003,32.94047990080215
1943,4,RAF,Total,7623.87,1943-04,10103.831,75.46
1943,4,RAF,area,4787.721,1943-04,10103.831,47.38520468127386
1943,4,RAF,precision,2836.15,1943-04,10103.831,28.070045906349776
1943,4,USAAF,Total,2479.96,1943-04,10103.831,24.54
1943,4,USAAF,area,598.35,1943-04,10103.831,5.9220111658637204
1943,4,USAAF,precision,1881.61,1943-04,10103.831,18.622738246512633
1943,5,RAF,Total,6902.38,1943-05,10056.73,68.63
1943,5,RAF,area,4178.332,1943-05,10056.73,41.547620349755846
1943,5,RAF,precision,2724.05,1943-05,10056.73,27.086836377231965
1943,5,USAAF,Total,3154.35,1943-05,10056.73,31.37
1943,5,USAAF,area,1270.638,1943-05,10056.73,12.63470332802014
1943,5,USAAF,precision,1883.71,1943-05,10056.73,18.730839944992063
1943,6,RAF,Total,8418.93,1943-06,10622.106,79.26
1943,6,RAF,area,4391.501,1943-06,10622.106,41.34303498760039
1943,6,RAF,precision,4027.425,1943-06,10622.106,37.915503761683425
1943,6,USAAF,Total,2203.18,1943-06,10622.106,20.74
1943,6,USAAF,area,81.23,1943-06,10622.106,0.76472594041144
1943,6,USAAF,precision,2121.95,1943-06,10622.106,19.976735310304754
1943,7,RAF,Total,5435.43,1943-07,11649.26,46.66
1943,7,RAF,area,4187.403,1943-07,11649.26,35.94565663398362
1943,7,RAF,precision,1248.025,1943-07,11649.26,10.713341448298005
1943,7,USAAF,Total,6213.83,1943-07,11649.26,53.34
1943,7,USAAF,area,1529.862,1943-07,11649.26,13.132696840829375
1943,7,USAAF,precision,4683.97,1943-07,11649.26,40.208305076889005
1943,8,RAF,Total,9138.26,1943-08,13451.121000000001,67.94
1943,8,RAF,area,6348.211,1943-08,13451.121000000001,47.19466132227939
1943,8,RAF,precision,2790.05,1943-08,13451.121000000001,20.74213740252578
1943,8,USAAF,Total,4312.86,1943-08,13451.121000000001,32.06
1943,8,USAAF,area,630.708,1943-08,13451.121000000001,4.688888011638583
1943,8,USAAF,precision,3682.152,1943-08,13451.121000000001,27.37431326355625
1943,9,RAF,Total,4295.21,1943-09,14182.285,30.29
1943,9,RAF,area,2991.082,1943-09,14182.285,21.09026859917143
1943,9,RAF,precision,1304.125,1943-09,14182.285,9.195450521548537
1943,9,USAAF,Total,9887.08,1943-09,14182.285,69.71
1943,9,USAAF,area,2749.628,1943-09,14182.285,19.387764383524942
1943,9,USAAF,precision,7137.45,1943-09,14182.285,50.326516495755094
1943,10,RAF,Total,1879.18,1943-10,11512.598999999998,16.32
1943,10,RAF,area,1148.228,1943-10,11512.598999999998,9.973664504426848
1943,10,RAF,precision,730.95,1943-10,11512.598999999998,6.34913106936149
1943,10,USAAF,Total,9633.42,1943-10,11512.598999999998,83.68
1943,10,USAAF,area,5442.681,1943-10,11512.598999999998,47.275867073976954
1943,10,USAAF,precision,4190.74,1943-10,11512.598999999998,36.40133735223471
1943,11,RAF,Total,3189.25,1943-11,10571.278999999999,30.17
1943,11,RAF,area,2256.661,1943-11,10571.278999999999,21.347095275793972
1943,11,RAF,precision,932.585,1943-11,10571.278999999999,8.821874817607219
1943,11,USAAF,Total,7382.03,1943-11,10571.278999999999,69.83
1943,11,USAAF,area,1055.8645,1943-11,10571.278999999999,9.988048749824879
1943,11,USAAF,precision,6326.1685,1943-11,10571.278999999999,59.842981156773945
1943,12,RAF,Total,3049.92,1943-12,15335.314999999999,19.89
1943,12,RAF,area,207.19,1943-12,15335.314999999999,1.3510645200310527
1943,12,RAF,precision,2842.725,1943-12,15335.314999999999,18.537115148922602
1943,12,USAAF,Total,12285.4,1943-12,15335.314999999999,80.11
1943,12,USAAF,area,3993.41,1943-12,15335.314999999999,26.04061279471599
1943,12,USAAF,precision,8291.99,1943-12,15335.314999999999,54.071207536330355
1944,1,RAF,Total,4873.24,1944-01,28497.458,17.1
1944,1,RAF,area,2505.036,1944-01,28497.458,8.790384040569514
1944,1,RAF,precision,2368.2,1944-01,28497.458,8.310214897062046
1944,1,USAAF,Total,23624.22,1944-01,28497.458,82.9
1944,1,USAAF,area,4725.182,1944-01,28497.458,16.581064879541184
1944,1,USAAF,precision,18899.04,1944-01,28497.458,66.31833618282727
1944,2,RAF,Total,684.96,1944-02,23852.9885,2.87
1944,2,RAF,area,323.806,1944-02,23852.9885,1.3575070478066091
1944,2,RAF,precision,361.15,1944-02,23852.9885,1.5140660466926397
1944,2,USAAF,Total,23168.03,1944-02,23852.9885,97.13
1944,2,USAAF,area,8184.8415,1944-02,23852.9885,34.31369406814581
1944,2,USAAF,precision,14983.191,1944-02,23852.9885,62.81473283735496
1944,3,RAF,Total,10953.43,1944-03,42677.761,25.67
1944,3,RAF,area,3290.077,1944-03,42677.761,7.709113418578825
1944,3,RAF,precision,7663.35,1944-03,42677.761,17.956307501698603
1944,3,USAAF,Total,31724.33,1944-03,42677.761,74.33
1944,3,USAAF,area,15286.894,1944-03,42677.761,35.8193439435588
1944,3,USAAF,precision,16437.44,1944-03,42677.761,38.515235136163774
1944,4,RAF,Total,26453.4,1944-04,83270.519,31.77
1944,4,RAF,area,5467.445,1944-04,83270.519,6.565883178895522
1944,4,RAF,precision,20985.95,1944-04,83270.519,25.202136664958218
1944,4,USAAF,Total,56817.12,1944-04,83270.519,68.23
1944,4,USAAF,area,25858.839,1944-04,83270.519,31.054014446577426
1944,4,USAAF,precision,30958.285,1944-04,83270.519,37.17796570956883
1944,5,RAF,Total,40414.2,1944-05,104483.79550000001,38.68
1944,5,RAF,area,1376.77,1944-05,104483.79550000001,1.3176875834301023
1944,5,RAF,precision,39037.425,1944-05,104483.79550000001,37.36218120062455
1944,5,USAAF,Total,64069.6,1944-05,104483.79550000001,61.32
1944,5,USAAF,area,18808.932,1944-05,104483.79550000001,18.001769470558713
1944,5,USAAF,precision,45260.6685,1944-05,104483.79550000001,43.31836174538663
1944,6,RAF,Total,64063.95,1944-06,148891.355,43.03
1944,6,RAF,area,3531.832,1944-06,148891.355,2.3720866802508445
1944,6,RAF,precision,60532.115,1944-06,148891.355,40.65522474424388
1944,6,USAAF,Total,84827.41,1944-06,148891.355,56.97
1944,6,USAAF,area,8010.444,1944-06,148891.355,5.380059842964019
1944,6,USAAF,precision,76816.964,1944-06,148891.355,51.59262873254126
1944,7,RAF,Total,57342.88,1944-07,127398.67050000001,45.01
1944,7,RAF,area,881.035,1944-07,127398.67050000001,0.691557452320509
1944,7,RAF,precision,56461.85,1944-07,127398.67050000001,44.31902607649268
1944,7,USAAF,Total,70055.79,1944-07,127398.67050000001,54.99
1944,7,USAAF,area,15214.393,1944-07,127398.67050000001,11.942348330864252
1944,7,USAAF,precision,54841.3925,1944-07,127398.67050000001,43.047068140322544
1944,8,RAF,Total,59577.34,1944-08,148672.04,40.07
1944,8,RAF,area,7931.421,1944-08,148672.04,5.3348437271729106
1944,8,RAF,precision,51645.92,1944-08,148672.04,34.7381525134114
1944,8,USAAF,Total,89094.7,1944-08,148672.04,59.93
1944,8,USAAF,area,21421.4285,1944-08,148672.04,14.408511849302666
1944,8,USAAF,precision,67673.2705,1944-08,148672.04,45.51849191011302
1944,9,RAF,Total,38776.47,1944-09,97038.15000000001,39.96
1944,9,RAF,area,4441.367,1944-09,97038.15000000001,4.576928764614741
1944,9,RAF,precision,34335.105,1944-09,97038.15000000001,35.38309932742947
1944,9,USAAF,Total,58261.68,1944-09,97038.15000000001,60.04
1944,9,USAAF,area,18455.651,1944-09,97038.15000000001,19.01896419088781
1944,9,USAAF,precision,39806.027,1944-09,97038.15000000001,41.021007717067974
1944,10,RAF,Total,29791.55,1944-10,80278.772,37.11
1944,10,RAF,area,8008.228,1944-10,80278.772,9.975523791021617
1944,10,RAF,precision,21783.325,1944-10,80278.772,27.134601660324353
1944,10,USAAF,Total,50487.22,1944-10,80278.772,62.89
1944,10,USAAF,area,26643.879,1944-10,80278.772,33.189196018095544
1944,10,USAAF,precision,23843.34,1944-10,80278.772,29.700678530558488
1944,11,RAF,Total,25443.87,1944-11,77768.5285,32.72
1944,11,RAF,area,7951.7155,1944-11,77768.5285,10.224850146161632
1944,11,RAF,precision,17492.15,1944-11,77768.5285,22.49258194463587
1944,11,USAAF,Total,52324.66,1944-11,77768.5285,67.28
1944,11,USAAF,area,9425.51,1944-11,77768.5285,12.119954153433673
1944,11,USAAF,precision,42899.153,1944-11,77768.5285,55.16261375576882
1944,12,RAF,Total,27520.33,1944-12,77179.848,35.66
1944,12,RAF,area,12207.477,1944-12,77179.848,15.816922831980701
1944,12,RAF,precision,15312.85,1944-12,77179.848,19.840477011563955
1944,12,USAAF,Total,49659.52,1944-12,77179.848,64.34
1944,12,USAAF,area,23137.544,1944-12,77179.848,29.978737454885895
1944,12,USAAF,precision,26521.977,1944-12,77179.848,34.36386270156945
1945,1,RAF,Total,23124.96,1945-01,58217.146,39.72
1945,1,RAF,area,9759.356,1945-01,58217.146,16.76371425009395
1945,1,RAF,precision,13365.6,1945-01,58217.146,22.958184861896186
1945,1,USAAF,Total,35092.19,1945-01,58217.146,60.28
1945,1,USAAF,area,12700.335,1945-01,58217.146,21.815454505447583
1945,1,USAAF,precision,22391.855,1945-01,58217.146,38.462646382562276
1945,2,RAF,Total,33749.04,1945-02,85876.807,39.3
1945,2,RAF,area,10164.362,1945-02,85876.807,11.835980347988484
1945,2,RAF,precision,23584.68,1945-02,85876.807,27.46338717507278
1945,2,USAAF,Total,52127.76,1945-02,85876.807,60.7
1945,2,USAAF,area,13120.24,1945-02,85876.807,15.27797837197184
1945,2,USAAF,precision,39007.525,1945-02,85876.807,45.422654104966895
1945,3,RAF,Total,46687.86,1945-03,132365.27000000002,35.27
1945,3,RAF,area,15044.338,1945-03,132365.27000000002,11.365774421039596
1945,3,RAF,precision,31643.525,1945-03,132365.27000000002,23.906214220693993
1945,3,USAAF,Total,85677.41,1945-03,132365.27000000002,64.73
1945,3,USAAF,area,34271.721,1945-03,132365.27000000002,25.891777352170998
1945,3,USAAF,precision,51405.686,1945-03,132365.27000000002,38.8362340060954
1945,4,RAF,Total,34203.14,1945-04,104042.706,32.87
1945,4,RAF,area,3197.606,1945-04,104042.706,3.0733591262034268
1945,4,RAF,precision,31005.5375,1945-04,104042.706,29.800779595255815
1945,4,USAAF,Total,69839.56,1945-04,104042.706,67.13
1945,4,USAAF,area,25402.133,1945-04,104042.706,24.41510219851452
1945,4,USAAF,precision,44437.4295,1945-04,104042.706,42.71075908002623
1945,5,RAF,Total,2203.53,1945-05,6866.774,32.09
1945,5,RAF,area,524.876,1945-05,6866.774,7.643705763434183
1945,5,RAF,precision,1678.65,1945-05,6866.774,24.44597710657144
1945,5,USAAF,Total,4663.25,1945-05,6866.774,67.91
1945,5,USAAF,area,1530.058,1945-05,6866.774,22.28204976601822
1945,5,USAAF,precision,3133.19,1945-05,6866.774,45.62826736397616
1945,6,RAF,Total,1755.63,1945-06,3701.299,47.43
1945,6,RAF,area,765.802,1945-06,3701.299,20.690087453080665
1945,6,RAF,precision,989.825,1945-06,3701.299,26.742638192699374
1945,6,USAAF,Total,1945.67,1945-06,3701.299,52.57
1945,6,USAAF,area,327.522,1945-06,3701.299,8.848839285883145
1945,6,USAAF,precision,1618.15,1945-06,3701.299,43.71843506833682
1945,7,RAF,Total,2751.7,1945-07,4060.975,67.76
1945,7,RAF,area,2131.305,1945-07,4060.975,52.482593465854876
1945,7,RAF,precision,620.4,1945-07,4060.975,15.27711941097889
1945,7,USAAF,Total,1309.27,1945-07,4060.975,32.24
1945,7,USAAF,area,508.67,1945-07,4060.975,12.525809688560013
1945,7,USAAF,precision,800.6,1945-07,4060.975,19.714477434606223
1945,8,RAF,Total,720.52,1945-08,2017.47,35.71
1945,8,RAF,area,402.53,1945-08,2017.47,19.95221738117543
1945,8,RAF,precision,317.99,1945-08,2017.47,15.761820497950405
1945,8,USAAF,Total,1296.95,1945-08,2017.47,64.29
1945,8,USAAF,area,439.0,1945-08,2017.47,21.759927037328932
1945,8,USAAF,precision,857.95,1945-08,2017.47,42.52603508354523
1945,9,RAF,Total,714.64,1945-09,1854.98,38.53
1945,9,RAF,area,121.065,1945-09,1854.98,6.526485460759685
1945,9,RAF,precision,593.575,1945-09,1854.98,31.998997293771364
1945,9,USAAF,Total,1140.34,1945-09,1854.98,61.47
1945,9,USAAF,area,893.29,1945-09,1854.98,48.15631435379357
1945,9,USAAF,precision,247.05,1945-09,1854.98,13.318202891675382
1945,10,RAF,Total,2469.41,1945-10,3714.1349999999998,66.49
1945,10,RAF,area,203.81,1945-10,3714.1349999999998,5.487414970107441
1945,10,RAF,precision,2265.6,1945-10,3714.1349999999998,60.9993982448134
1945,10,USAAF,Total,1244.72,1945-10,3714.1349999999998,33.51
1945,10,USAAF,area,343.35,1945-10,3714.1349999999998,9.24441357139684
1945,10,USAAF,precision,901.375,1945-10,3714.1349999999998,24.268773213682326
1945,11,RAF,Total,369.06,1945-11,867.163,42.56
1945,11,RAF,area,34.305,1945-11,867.163,3.956003657905146
1945,11,RAF,precision,334.75,1945-11,867.163,38.60289242045613
1945,11,USAAF,Total,498.11,1945-11,867.163,57.44
1945,11,USAAF,area,44.908,1945-11,867.163,5.178726490867345
1945,11,USAAF,precision,453.2,1945-11,867.163,52.26237743077138
1945,12,RAF,Total,209.91,1945-12,2288.66,9.17
1945,12,RAF,area,170.51,1945-12,2288.66,7.450211040521528
1945,12,RAF,precision,39.4,1945-12,2288.66,1.7215313764386146
1945,12,USAAF,Total,2078.75,1945-12,2288.66,90.83
1945,12,USAAF,area,251.2,1945-12,2288.66,10.975854867040102
1945,12,USAAF,precision,1827.55,1945-12,2288.66,79.85240271599976
